Title,description,authors,publishedDate,categories,pages_count,price,shop_id,stock
My Antonia (Prentice Hall Literature Library),"In the late nineteenth century, a fourteen-year-old immigrant girl from Bohemia and a ten-year-old orphan boy arrive in Black Hawk, Nebraska, and in teaching each other form a frienship that will last a lifetime.",Willa Cather,1918,Czech-American women,313,111.85,mega_market,True
The Structure and Rheology of Complex Fluids (Topics in Chemical Engineering),"The Structure and Rheology of Complex Fluids describes the microstructures of polymeric, colloidal, amphiphilic, and liquid crystalline liquids, and the relationship between microstructure and mechanical and flow properties. It provides illustrations, practical examples, and worked problems. This book can serve as both a textbook for a graduate course and a research monograph.",Ronald G. Larson,1999-01-28,Mathematics,212,83.54,mega_market,True
Heart of a Stranger,"A fascinatingly diverse anthology of the literature of exile, from the myths of Ancient Egypt to contemporary poetry Exile lies at the root of our earliest stories. Charting varied experiences of people forced to leave their homes from the ancient world to the present day, The Heart of a Stranger is an anthology of poetry, fiction and non-fiction that journeys through six continents, with over a hundred contributors drawn from twenty-four languages. Highlights include the wisdom of the 5th century Desert Fathers and Mothers, the Swahili Song of Liyongo, The Flight of the Irish Earls, Emma Goldman's travails in the wake of the First Red Scare, the Syrian poet Nizar Qabbani's ode to the lost world of Andalusia and the work of contemporary Eritrean fabulist Ribka Sibhatu. Edited by poet and translator André Naffis-Sahely, The Heart of a Stranger offers a uniquely varied look at a theme both ancient and urgently contemporary.",Andre Naffis-Sahely,2020-01-14,Literary Collections,301,98.84,mega_market,True
Hercules Text (Ace Science Fiction Special),Scientists monitoring an x-ray pulsar in the constellation Hercules discover that messages are being sent from an unknown extraterrestrial,Jack McDevitt,1986,Fiction,261,40.76,mega_market,False
"Helsinky 1:15 000 Street Map FREYTAG, 2012 edition","This volume gathers 19 papers first presented at the 5th International Symposium of the ICA Commission on the History of Cartography, which took place at the University of Ghent, Belgium on 2-5 December 2014. The overall conference theme was 'Cartography in Times of War and Peace', but preference was given to papers dealing with the military cartography of the First World War (1914-1918). The papers are classified by period and regional sub-theme, i.e. Military Cartography from the 18th to the 20th century; WW I Cartography in Belgium, Central Europe, etc.","Elri Liebenberg, Imre Josef Demhardt, Soetkin Vervust",2016-01-28,Science,387,148.77,mega_market,True
"The Creepy Computer Mystery (Invisible Inc. No. 4 / Hello, Reader! Level 4)","Three friends who call themselves ""Invisible Inc."" must solve a mystery when they receive a cryptic e-mail.",Elizabeth Levy,1996,Computers,253,141.02,mega_market,True
Youth Ministry in Modern America: 1930 to the Present,"Professor Jon Pahl examines the history of youth ministry through the lens of four twentieth-century movements: the Walther League (Lutheran), the Young Christian Workers (Catholic), Youth for Christ (evangelical), and African American congregations (Methodist, Baptist, and United Church of Christ). By chronicling the emergence and influence of these movements, Pahl enhances our understanding of their effect upon both the American church and society. Pahl also explores how youth ministry has been transformed over the years and suggests ways that youth ministry must redirect its focus in the twenty-first century. The compelling stories and contributions of modern youth ministry remain invisible in the standard histories of Religion in America. Jon Pahl makes young people and their faith commitments visible as primary actors in portraits of four youth ministries. A skillful theologian and historian, Pahl analyzes the tension between purity"" keeping young people safe from a hostile culture"" and practices"" efforts to encourage young people in risks and responsibilities"" and allows the past to become present tense. "" Ronald C. White, Dean and Professor of Church History, San Francisco Theological Seminary",Jon Pahl,2000,Bibles,30,143.93,mega_market,True
The Didymus Contingency,"If you could go back in time...and witness any event...where would you go? When Dr. Tom Greenbaum faces that question after successfully discovering the secret to time travel, he knows the time, place and event he will witness: the death and failed resurrection of Jesus Christ. Dr. David Goodman, Tom's colleague and closest friend follows Tom into the past, attempting to avert a time-space catastrophe, but forces beyond their control toss them into a dangerous end game where they are tempted by evil characters, betrayed by friends, pursued by an assassin from the future and haunted by a demon that cannot be killed. Visit the author at www.jeremyrobinsononline.com.",Jeremy Robinson,2007-02-01,Fiction,222,33.36,mega_market,True
"Bendemolena,","Bendemolena, the kitten, lives in a noisy house, so she takes a shiny pot and puts it on her head. Hooray! It's quiet. When mother Cat goes to care for a sick friend, she takes Bendemolena with her to run messages. After four muddled messages, Mother Cat returns home. What does she find?",Edel Wignell,2003,"""Childrens plays""",154,101.39,mega_market,True
Jesus Vivio En LA India,"Controvertido libro que aporta pruebas científicas de que Jesús sobrevivió la crucifixión y regresó a la India, en donde había vivido de los 13 a los 30 años.",Holger Kersten,1998-10-01,"Body, Mind & Spirit",70,101.89,mega_market,True
Elements of Taste,"From My Little Pony to the Sex Pistols: An engaging exploration of why we love what we love Katy Perry. Wes Anderson. Coldplay. Star Wars. Hamilton. Gilmore Girls. We all have our most and least favorite things. But why? In this smart, funny, and well-researched book, Benjamin Errett brings together the latest findings from the worlds of psychology, criticism, neuroscience, market research, and more to examine what taste really means—and what it can teach us about ourselves. Covering kitsch, nostalgia, snobbery, bad taste, George Michael, and what it means to be “basic,” this is the ultimate read for anyone who devours popular and not-so-popular culture.",Benjamin Errett,2017-10-17,Social Science,315,59.71,mega_market,True
"Mindshadow (Star Trek, No 27)","On the planet Aritani, Spock fights for his life while Kirk battles to maintain the authority of the Enterprise and the Federation.",J. M. Dillard,1989-11-01,Fiction,214,131.13,mega_market,True
Flophouse: Life on the Bowery,"An unforgettable photographic odyssey into New York City's eight remaining flophouses in the Bowery district captures the life stories of the men, representing all backgrounds, races, and classes, who dwell in the forgotten underbelly of one of the world's great cities. 20,000 first printing.","David Isay, Stacy Abramson",2000,Photography,219,119.53,mega_market,True
Nathan,"From a Nickel to an Empire Before the gut-busting eating contests and franchise stores across the country, there was a single man, Nathan Handwerker. An Eastern European Jewish immigrant who left the small provincial world he knew for a fresh start in America, Nathan arrived at Ellis Island speaking not a word of English, unable to read or write, and with twenty-five dollars hidden in his shoes. He had a simple goal: work hard and carve out a piece of the American dream. But history had bigger plans for Nathan. Beginning in 1916, with just five feet of counter space on Coney Island’s Surf Avenue, Nathan sells his frankfurters for five cents. As New York booms, bringing trains and patrons to the seashore, so too does Nathan’s humble frankfurter stand. Soon Nathan’s Famous takes over the whole block, and Nathan gathers around him a dedicated core of workers (many who stay for decades) who help launch the hot dog as an American food staple. Even as the business soars, Nathan remains fiercely loyal to what matters most: his customers, workers, and family. There’s Ida, the wife he fell in love with because no one could peel an onion faster; Sammy, the counterman who could serve an astonishing sixty franks per minute; and then there are the heirs to the empire, Murray and Sol, whose differing visions for the future lead to clashes with their eternally demanding father. Success brings difficulties, and as the two sons vie over control of the family business, a universal story of success and ambition plays out, mirroring the corporatization of the American food industry. Written by Nathan’s own grandson, and at once a portrait of a man, a family, and the changing face of a nation through a century of promise and progress, Famous Nathan is a dog's tale that snaps and satisfies with every page.","Lloyd Handwerker, Gil Reavill",2016-06-21,Biography & Autobiography,370,110.75,mega_market,True
The Limitless City: A Primer on the Urban Sprawl Debate,"One of the great debates of our time concerns the predominant form of land use in America today -- the all too familiar pattern of commercial and residential development known as sprawl. But what do we really know about sprawl? Do we know what it is? Where did it come from? Is it really so bad? If so, what are the alternatives? Can anything be done to make it better? The Limitless City offers an accessible examination of those and related questions. Oliver Gillham, an architect and planner with more than twenty-five years of experience in the field, considers the history and development of sprawl and examines current debates about the issue. The book: offers a comprehensive definition of sprawl in America traces the roots of sprawl and considers the factors that led to its preeminence as an urban and suburban form reviews both its negative impacts (loss of open space, increased pollution, gridlock) as well as its positive aspects (economic development, personal freedom, privacy) considers responses to sprawl including ""smart growth,"" urban growth boundaries, regional planning, and the New Urbanism looks at what can be done to improve and counterbalance sprawl The author argues that whether we like it or not, sprawl is here to stay, and only by understanding where it came from and why it developed will we be able to successfully address the problems it has created and is likely to create in the future. The Limitless City is the first book to provide a realistic look at sprawl, with a frank recognition of its status as the predominant urban form in America, now and into the near future. Rather than railing against it, Gillham charts its probable future course while describing critical efforts that can be undertaken to improve the future of sprawl and our existing urban core areas.",Oliver Gillham,2002-03,Architecture,262,14.04,mega_market,True
Childhood Medical Guide (Successful Parenting),"This total child care book offers Christian- centered, medically authoritative advice on every aspect of parenting, from choosing an obstetrician to disciplining teenagers. As parents of eight children, William and Martha Sears draw on thirty years of practical and professional experience, resulting in a valuable reference book no family should be without.","Martha Sears, William Sears",1997-09-15,Religion,286,148.68,mega_market,True
Frank Gohlke: Mount St. Helens,Essay by Peter Galassi.,"Frank Gohlke, Kerry E. Sieh, Simon LeVay, Museum of Modern Art (New York, N.Y.)",2005,Photography,192,110.57,mega_market,False
"The Guilt-Free Guide to Your New Life As a Mom: Practical Ways to Take Care of Yourself, Your Life & Your Baby-All at the Same Time","This accessible and honest guide addresses the physical and emotional needs of babies and mothers alike, providing practical help for relieving anxiety, regaining balance between work and home, and adjusting to physical changes. Discussed are many aspects of being a new mother that others hestitate to talk about, such as what to do if boredom sets in, how to resume a sex life comfortably, and how to deal with the baby's grandparents.",Sheryl Gurrentz,2000,Family & Relationships,191,145.72,mega_market,True
Florida Keys Paddling Guide: From Key Largo to Key West,An all-new guide to sea kayaking trips throughout Florida's celebrated Keys.,Bill Keogh,2004-01-27,Sports & Recreation,326,22.15,mega_market,True
Teaching the Arts Behind Bars,"America's two million incarcerated men, women, and youth live in a hidden, isolated world filled with depression, anxiety, hostility, and violence. But the nation's soaring prison population has not been forgotten by a dedicated network of visual artists, writers, poets, dancers, musicians, and actors who teach the arts in correctional settings. This anthology compiles the narratives of several accomplished arts-in-corrections teachers who share their personal experiences, philosophies, and bittersweet anecdotes, as well as practical advice, survival skills, and program evaluation guidelines. Teaching the Arts Behind Bars is an invaluable tool for artists, program administrators, and corrections professionals, and a testament to the power of creative expression in promoting communication, positive social interaction, inner healing, and self-esteem.",Rachel Marie-Crane Williams,2003,Art,240,107.21,mega_market,False
Warrior Class,"With a postscript describing SEAL efforts in Afghanistan, The Warrior Elite takes you into the toughest, longest, and most relentless military training in the world. What does it take to become a Navy SEAL? What makes talented, intelligent young men volunteer for physical punishment, cold water, and days without sleep? In The Warrior Elite, former Navy SEAL Dick Couch documents the process that transforms young men into warriors. SEAL training is the distillation of the human spirit, a tradition-bound ordeal that seeks to find men with character, courage, and the burning desire to win at all costs, men who would rather die than quit.",Dick Couch,2009-02-19,History,321,114.27,mega_market,False
Private Pleasures,"The combination of sex and violence becomes wildly explosive when a the relationship of a woman and man sparks the ultimate chemical reaction into which a brilliant scientist is able to tap, in order to study the animal urges that stir within all humans. Reissue.",Lawrence Sanders,1994,Fiction,188,19.05,mega_market,True
The lark,"'A charming and brilliantly entertaining novel... shot through with the light-hearted Nesbit touch' Penelope Lively, from the introduction ""When did two girls of our age have such a chance as we've got - to have a lark entirely on our own? No chaperone, no rules, no..."" ""No present income or future prospects,"" said Lucilla. It's 1919 and Jane and her cousin Lucilla leave school to find that their guardian has gambled away their money, leaving them with only a small cottage in the English countryside. In an attempt to earn their living, the orphaned cousins embark on a series of misadventures - cutting flowers from their front garden and selling them to passers-by, inviting paying guests who disappear without paying - all the while endeavouring to stave off the attentions of male admirers, in a bid to secure their independence. 'To come upon any Nesbit today, hitherto unread... is like receiving a letter from a friend whom you have believed dead' New York Times 'A wry, charming delight of a book' The Pool",E. Nesbit,2018-02-01,Fiction,145,19.03,mega_market,True
Violet the Pilot In Canada,"Violet the Pilot in Canada is an Educational Children's Book. Violet loves Airplanes, Adventures and Different Countries. She always has her three devoted friends Ladybug, Beaver and Butterfly with her.",Bettina Jenkins Bathe,2004-01-01,Juvenile Fiction,259,116.72,mega_market,True
Managing Diversity In Public Sector Workforces (Essentials of Public Policy and Administration Series),"Addresses increased diversity in government work forces, and management strategies appropriate for managing diversity. Today, public employers are poised to create productive work forces that are represented of the global population. As we enter the twenty-first century, Americas workforce looks markedly different than it ever has before. Compared with even twenty years ago, more white women, people of color, disabled persons, new and recent immigrants, gays and lesbians, and intergenerational mixes now work in America. The way in which government employers embrace this opportunity of diversity will clearly distinguish effective and efficient organizations from those which are unproductive and unable to meet the demands and necessities of the American people in the new century. This book addresses the demographic changes to the labor force and workplace and the ways in which government employers are managing the imminently diverse populations that now fill public sector jobs. It addresses the specific management strategies and initiatives relied upon by public sector employers as well as the implications of effectively managing variegated workforces for the overall governance of American society.",Norma Riccucci,2018-03-08,Political Science,255,121.68,mega_market,True
"El Mundo Ha Vivido Equivocado Y Otros Cuentos/the World Has Lived Mistaken, and Other Stories (Spanish Edition)","A 1999 Companion to Greek philosophy, invaluable for new readers, and for specialists.",A. A. Long,1999-06-28,Philosophy,403,137.42,mega_market,False
Designing with FPGAs and CPLDs,"* Choose the right programmable logic devices and development tools * Understand the design, verification, and testing issues * Plan schedules and allocate resources efficiently Choose the right programmable logic devices with this guide to the technolog",Bob Zeidman,2002-01-09,Computers,779,118.09,mega_market,True
"Canopus in Argos: Archives The Marriages Between Zones Three, Four, and Five","'The Marriages Between Zones Three, Four and Five' is the second volume in Doris Lessing's celebrated space fiction series, 'Canopus in Argos: Archives'. In this interlinked quintet of novels, she creates a new extraordinary cosmos where the fate of the Earth is influenced by the rivalries and interactions of three powerful galactic empires, Canopus, Sirius and their enemy, Puttiora. Blending myth, fable and allegory, Doris Lessing's astonishing visionary creation both reflects and redefines the history of our own world from its earliest beginnings to an inevitable, tragic self-destruction. 'The Marriages' is set in the indeterminate lands of the Zones, strange realms which encircle the Earth. Zone Three, a peaceful, contented, matriarchal paradise, is ruled by the gentle Queen Al . Ith.; the neighbouring Zone Four is a land given to war and chaos, controlled by the brutal warrior-king, Ben-Ata. Their marriage, a melding of the extreme male and female principles, threatens to destabilise the entire galactic empire. Many other Doris Lessing books are available in Flamingo, including the other four titles in the 'Canopus' series. 'Doris Lessing's preoccupation with the balance and dominance and need between the sexes has here extraordinary scope. A visionary fable full of strong, romantic ideas.'GAY FIRTH, 'The Times' 'Doris Lessing has chosen the language of fairy tales in order to keep the memory of ordinary earthlings' sexual love, its antagonisms, its moments of bliss. Her touch is glancing, amused, feline throughout.'MARINA WARNER, 'Sunday Times' ''The Marriages' is a feminist allegory of the relations between the sexes, full of the constant charm of the unexpected and the discoveries of an imagination surrendering itself to the momentum of its own narrative and visual invention.'ROBERT TOWERS, 'New York Times'",Doris Lessing,1994,English fiction,295,43.65,mega_market,False
Nice guys finish last,"“I believe in rules. Sure I do. If there weren't any rules, how could you break them?” The history of baseball is rife with colorful characters. But for sheer cantankerousness, fighting moxie, and will to win, very few have come close to Leo “the Lip” Durocher. Following a five-decade career as a player and manager for baseball’s most storied franchises, Durocher teamed up with veteran sportswriter Ed Linn to tell the story of his life in the game. The resulting book, Nice Guys Finish Last, is baseball at its best, brimming with personality and full of all the fights and feuds, triumphs and tricks that made Durocher such a success—and an outsized celebrity. Durocher began his career inauspiciously, riding the bench for the powerhouse 1928 Yankees and hitting so poorly that Babe Ruth nicknamed him “the All-American Out.” But soon Durocher hit his stride: traded to St. Louis, he found his headlong play and never-say-die attitude a perfect fit with the rambunctious “Gashouse Gang” Cardinals. In 1939, he was named player-manager of the Brooklyn Dodgers—and almost instantly transformed the underachieving Bums into perennial contenders. He went on to manage the New York Giants, sharing the glory of one of the most famous moments in baseball history, Bobby Thomson’s “shot heard ’round the world,” which won the Giants the 1951 pennant. Durocher would later learn how it felt to be on the other side of such an unforgettable moment, as his 1969 Cubs, after holding first place for 105 days, blew a seemingly insurmountable 8-1/2-game lead to the Miracle Mets. All the while, Durocher made as much noise off the field as on it. His perpetual feuds with players, owners, and league officials—not to mention his public associations with gamblers, riffraff, and Hollywood stars like George Raft and Larraine Day—kept his name in the headlines and spread his fame far beyond the confines of the diamond. A no-holds-barred account of a singular figure, Nice Guys Finish Last brings the personalities and play-by-play of baseball’s greatest era to vivid life, earning a place on every baseball fan’s bookshelf.","Leo Durocher, Ed Linn",2009-09-15,Sports & Recreation,344,145.62,mega_market,True
Lady Macbeth of Mtsensk and Other Stories (Penguin Classics),"Five great stories from one of the most quintessentially Russian of writers, Nikolai Leskov. In the best of Leskov's stories, as in almost no others apart from those of Gogol, we can hear the voice of nineteenth-century Russia. An outsider by birth and instinct, Leskov is one of the most undeservedly neglected figures in Russian literature. He combined a profoundly religious spirit with a fascination for crime, an occasionally lurid imagination and a great love for the Russian vernacular. This volume includes five of his greatest stories, including the masterful Lady Macbeth of Mtsensk. Nikolai Semyonovich Leskov was born in 1831 in Gorokhovo, Oryol Province and was orphaned early. In 1860 he became a journalist and moved to Petersburg where he published his first story. He subsequently wrote a number of folk legends and Christmas tales, along with a few anti-nihilistic novels which resulted in isolation from the literary circles of his day. He died in 1895. David McDuff is a translator of Russian and Nordic literature. His translations of nineteenth and twentieth century Russian prose classics (including works by Dostoyevsky,Tolstoy, Bely and Babel) are published by Penguin.",Nikolai Leskov,2015-08-27,Fiction,247,47.41,mega_market,True
"Beyond Enlightenment: Buddhism, Religion, Modernity (Routledge Critical Studies in Buddhism)","The vast majority of books on Buddhism describe the Buddha using the word enlightened, rather than awakened. This bias has resulted in Buddhism becoming generally perceived as the eponymous religion of enlightenment. Beyond Enlightenment is a sophisticated study of some of the underlying assumptions involved in the study of Buddhism (especially, but not exclusively, in the West). It investigates the tendency of most scholars to ground their study of Buddhism in these particular assumptions about the Buddha’s enlightenment and a particular understanding of religion, which is traced back through Western orientalists to the Enlightenment and the Protestant Reformation. Placing a distinct emphasis on Indian Buddhism, Richard Cohen adeptly creates a work that will appeal to those with an interest in Buddhism and India and also scholars of religion and history.",Richard Cohen,2006-08-21,Religion,73,111.81,mega_market,True
Charlie,"From bestselling author and actress Holly Robinson Peete--a heartwarming story about a boy who happens to be autistic, based on Holly's son, who has autism. ""Charlie has autism. His brain works in a special way. It's harder for him to make friends. Or show his true feelings. Or stay safe."" But as his big sister tells us, for everything that Charlie can't do well, there are plenty more things that he's good at. He knows the names of all the American presidents. He knows stuff about airplanes. And he can even play the piano better than anyone he knows.Actress and national autism spokesperson Holly Robinson Peete collaborates with her daughter on this book based on Holly's 10-year-old son, who has autism.","Holly Robinson Peete, Ryan Elizabeth Peete",2016-04-26,Juvenile Nonfiction,335,84.11,mega_market,True
Cultures in Conflict--The American Civil War: (The Greenwood Cultures in Conflict Series),"Arguing that the war was primarily a conflict of cultures, with slavery the biggest factor separating the North and South, the author uses the writings of people on both sides to show the differences in culture, principles, and attitudes.",Steven E. Woodworth,2000,History,236,27.12,mega_market,True
The Lester affair,A trio of unscrupulous blackmailers frame a young M.P. running for the Prime Minister's seat.,Andrew Garve,1974,Detective and mystery stories,44,139.8,mega_market,True
Knights (All Aboard Reading. Level 2),"While studying the tough, seafaring life of a pirate at P.S. 1, two young pirates discover buried treasure at the same time, and the amusing results are observed by everyone.","Cathy East Dubowski, Mark Dubowski",1996-08-08,Juvenile Fiction,406,92.31,mega_market,False
Act One Audio: Thrillers,"From the New York Times bestselling author of Something in the Water and Mr. Nobody comes ""an unputdownable mystery about the nightmares that abound in the pursuit of Hollywood dreams"" (Caroline Kepnes, author of the You series). ""Stylish, riveting, hugely atmospheric--I couldn't put it down.""--Lucy Foley, author of The Guest List A woman has gone missing. But did she ever really exist? A leading British actress hoping to make a splash in America flies to Los Angeles for the grueling gauntlet known as pilot season, a time when every network and film studio looking to fill the rosters of their new shows entice a fresh batch of young hopefuls--anxious, desperate, and willing to do whatever it takes to make it. Instead, Mia Eliot, a fish out of water in the ruthlessly competitive and faceless world of back-to-back auditioning, discovers the sinister side of Hollywood when she becomes the last person to see Emily, a newfound friend. Standing out in a conveyor-belt world of fellow aspiring stars, Emily mysteriously disappears following an audition, after asking Mia to do a simple favor. But nothing is simple. Nothing is as is seems. And nothing prepares Mia for a startling truth: In a city where dreams really do come true, nightmares can follow.",Catherine Steadman,2022-06-07,Fiction,240,22.85,mega_market,False
Los Anos Indecisos (Spanish Edition),"Hacia 1930, cuando el país está a punto de hacerse republicano, un joven gallego busca inquietamente en qué emplear su vida. Sueña con ser escritor, pero se quedará en oscuro periodista muy mal pagado; estudia Derecho, pero no acaba la carrera; deja su ciudad natal por una capital de provincias -que por las trazas es Oviedo- y luego por Madrid; conoce a prostitutas, actrices, criadas y hasta tiene una novia rica. Pero el protagonista, que como símbolo de una incertidumbre propia de estos «años indecisos» no tiene nombre, sólo cambia de dudas y de fracasos y no consigue romper la fatalidad de esos ambientes grises y de frustración. Sólo su decisión final lo libera de tanta mediocridad, en vísperas de un gran acontecimiento político en España. Con Los años indecisos, novela que ofrece un espléndido retrato humano e histórico empapado de humor triste, Gonzalo Torrente Ballester alcanza uno de los más indiscutibles logros de su larga y brillantísima carrera.",Gonzalo Torrente Ballester,1997,"Historical fiction, Spanish",215,63.67,mega_market,True
Modern Mythology,"The popular figure known as the superhero has exerted such a strong and mushrooming influence upon society, morality, and politics that a mythology now pervades our culture. This phenomenon, begun in the 1930s, had its roots in comic books. In recent times the extremely successful movies about Superman and Batman have made these two individual superheroes, created by the comic book muse, as familiar worldwide as any characters ever created. Here is a study of this superhuman creation, revealed as a proliferating symbol whose dimensions over sixty years of comic book history have been rendered to satisfy the demands and expectations of the popular audience. This fascinating book shows how the superhero has become a vivid figure in the mainstream of modern culture.",Richard Reynolds,1994,Antiques & Collectibles,377,117.1,mega_market,True
Blitzkrieg: From the rise of Hitler to the fall of Dunkirk,"An account of Hitler's rise to power in a defeated, demoralized Germany analyzes the German blitzkrieg campaign that led to the nearly fatal encirclement of British and French forces at Dunkirk. Reprint.",Len Deighton,1994,History,151,96.58,mega_market,True
Aliens (Informania),"Explores the possibility of life on other planets, covering such topics as our exploration of space, reports of UFO sightings and alien abductions, and famous extraterrestrials from movies and television.",Jacqueline Mitton,2000-01,Juvenile Nonfiction,199,41.29,mega_market,False
Mewingham Manor: Observations on a Curious New Species,"In 1875, Edwina Von Stetina, a young naturalist from London, unexpectedly inherits Mewingham Manor, the isolated country home of her seafaring uncle, Captain Bartholomew Katt. This journal is the remarkable chronicle of Edwina's first year at Mewingham Manor as she discovers the secrets of Katt's lifetime work. 130 illustrations.","Laura Von Stetina, Edwina Von Stetina",2002,Fiction,254,89.72,mega_market,True
Practical Patent Strategies Used by Successful Companies,"""Excerpted from 'Patent or perish: a guide for gaining and maintaining competitive advantage in the knowledge economy.'""","Eric Stasik, Guy Stasik",2003-11-01,Law,309,53.24,mega_market,True
Michel Foucault (Routledge Critical Thinkers),"It is impossible to imagine contemporary critical theory without the work of Michel Foucault. His radical reworkings of the concepts of power, knowledge, discourse and identity have influenced the widest possible range of theories and impacted upon disciplinary fields from literary studies to anthropology. Aimed at students approaching Foucault's texts for the first time, this volume offers: * an examination of Foucault's contexts * a guide to his key ideas * an overview of responses to his work * practical hints on 'using Foucault' * an annotated guide to his most influential works * suggestions for further reading. Challenging not just what we think but how we think, Foucault's work remains the subject of heated debate. Sara Mills' Michel Foucault offers an introduction to both the ideas and the debate, fully equipping student readers for an encounter with this most influential of thinkers.",Sara Mills,2003-09-02,Literary Criticism,867,83.82,mega_market,True
The Wake of the Unseen Object: Travels through Alaska's Native Landscapes,"A journey to Alaska’s remote roadless villages, during a time of great historical transition, brings us this enduring portrait of a place and its people. Alutiiq, Yup’ik, Inupiaq, and Athabascan subjects reveal themselves as entirely contemporary individuals with deep longings and connection to the land and to their past. Tom Kizzia’s account of his travels off the Alaska road system, first published in 1991, has endured with a sterling reputation for its thoughtful, poetic, unflinching engagement with the complexity of Alaska’s rural communities. Wake of the Unseen Object is now considered some of the finest nonfiction writing about Alaska. This new edition includes an updated introduction by the author, looking at what remains the same after thirty years and what is different—both in Alaska, and in the expectations placed on a reporter visiting from another world.",Tom Kizzia,2020-12-15,Travel,280,54.52,mega_market,True
"Los cautiverios de las mujeres: Madresposas, monjas, putas, presas y locas (Coleccion Posgrado) (Spanish Edition)","Intimate partner violence (IPV), defined as physical, sexual, emotional, and economic abuse and controlling behaviors inflicted within intimate partner relationships, is a global crisis that extends beyond national and sociocultural boundaries, affecting people of all ages, religions, ethnicities, and economic backgrounds. Though studies exist that seek to explain how people become trapped within violent relationships and what factors facilitate survival, escape and safety, this book provides fresh insights into this complex and multifaceted issue. People often ask of women in abusive relationships “why does she stay?” Critics suggest that this question carries implicit notions of victim blame and fails to hold to account the perpetrators of abuse. The studies described in this book, however, explore the question from the perspectives of survivors and represent a shift away from individual pathology to an approach based on the recognition of structural oppression, agency and resilience. Comprising eight chapters, new theoretical frameworks for the analysis of IPV are provided to guide practitioners and policy makers in improving services for vulnerable people in abusive relationships, and a range of studies into the experiences of a diverse range of survivors, including mothers in Portugal, women who experienced child marriage in Uganda, and refugees in the United States of America, generate findings which elucidate perspectives from marginalised and under-researched groups.",Adele Jones,2021-05-06,Social Science,333,79.48,mega_market,True
Choosers of the Slain,"Lust, Vengeance and Non-stop Action Mike Harmon's commando-quality retainers agree: their leader, code-named Ghost, is a peculiar one. An ex-Navy-SEAL, there is no stronghold he cannot penetrate, no target he can't take out. But Ghost is also a man struggling to keep the animal inside at bay and his twisted sexual desires satisfied with a rock-hard integrity and incredible force of will. Now Harmon and his militia have been hired to rescue the daughter of a powerful political mover in America, kidnapped into the Eastern Europe sex trade. Welcome to the Balkan Route: a notorious pathway for human trafficking carved with blood and brutality and passing through Serbia and Montenegro, Croatia, Albania, Macedonia, Bosnia-Herzegovina, and Kosovo to the heart of darkness itself: sexual snuff houses where powerful politicians pay to rape and murder young women for kicks. Turns out some of those politicians hail from Washington, D.C. But now the Route is about to be re-Routed, and the balance of power is about to shift dramatically ¾ to the smoking muzzle of one very angry ex-SEAL's M-4. Sometimes it takes a bad man to destroy an even more terrible evil. And the baddest of them all is Ghost. They'll be sorry they made his girls cry. John Ringo, veteran of the U.S. Army's 82nd Airborne and fivetimes New York Times best-seller with over a million books in print, delivers another blockbuster military technothriller with the latest entry in his ""Ghost"" saga. At the publisher's request, this title is sold without DRM (Digital Rights Management).",John Ringo,2006-05-01,Fiction,232,127.9,mega_market,True
"How Sweet It Is / Second-Chance Groom (Harlequin Duets, No. 11)","HOW SWEET IT IS He was more tempting than chocolate…. Although caterer Delilah James didn't like reckless, macho, delicious Zach Tanner, oh, how she wanted him! So when Delilah discovered she needed a fake fiancé—fast—Zach was the only man she'd consider propositioning. Heck, she'd even sweeten the deal by giving his restaurant exclusive rights to her gourmet cheesecakes. Then all she had to do was hope that the way to this man's heart was through his stomach…. SECOND-CHANCE GROOM A funny thing happened on the way to the altar…. Bride-to-be Cassie Brandon thought she was marrying the right guy, until she discovered the best man was actually the better man. Now handsome Brian Drake must prove he's the wrong man! When his plan for making her fall out of love backfires, footloose-and-fancy-free Brian must face his biggest challenge of all: matrimony!","Kimberly Raye, Eugenia Riley",2011-07-15,Fiction,310,39.68,mega_market,True
The Writing on the Wall: A Novel,"The emotionally realistic and elegant portrait of mourning in the days and months following 9/11 As Renata, a linguist for the New York City Public Library, crosses the Brooklyn Bridge on her way to work one morning, she looks up to see a flash of orange and blue. Two planes have hit the World Trade Center, and with that, her world changes entirely. Renata’s connection to the tragedy grows deeper as her boyfriend, an overzealous social worker, begins to take care of a baby orphaned by the attacks. And then she meets a mute teenage girl in the rubble of the Twin Towers who may or may not be her long lost niece—a family connection as tenuous as it is painful. The winner of New York magazine’s Best Literary Fiction award in 2005, this novel evocatively represents the forms of grief in the wake of major trauma.",Lynne Sharon Schwartz,2012-11-20,Fiction,228,10.25,mega_market,True
A Cat Affair,The story of the cats and donkeys on the author's Cornish farm.,Derek Tangye,2005,Cats,356,31.7,mega_market,False
The Manila Water Concession: A Key Government Official's Diary of the World's Largest Water Privatization (Directions in Development),"In January 1997 the Government of the Philippines awarded two long-term concession contracts to private consortia, to operate the water and wastewater services in Greater Manila, an area with a population of 11 million. The winning bidders accepted contractual obligations to expand services faster than in the past, and offered rebates on the tariffs of the incumbent public utility. This diary of a key player in the government team that steered the Manila transaction, demonstrates principles that will be valid wherever such privatisations might occur: ""the importance of sustained high-level political commitment; the need for a strong and dedicated government team, supported by experienced advisors; the value of a transparent bidding process; and the need to communicate and consult broadly"" (from foreword)",Mark Dumol,2000-01-01,Business & Economics,249,127.86,mega_market,False
